province,year,wage_region,unemployment_rate,labour_productivity,trained_labour_rate,log_employed_persons,treatment,cate,cate_lb,cate_ub
Ho Chi Minh city,2024,I,3.42,370.69,37.46,8.466794233832385,log_real_min_wage,-16.480755306663358,-51.34086261877784,18.37935200545112
Hoa Binh,2018,III,0.64,84.84,17.4,6.301592808389593,log_real_min_wage,-12.98834591926587,-23.10127795090964,-2.8754138876221216
Hoa Binh,2019,III,0.65,84.51,17.4,6.315376084541477,log_real_min_wage,-13.232031986348185,-22.85941847661406,-3.6046454960823375
Hoa Binh,2020,III,0.44,94.01,18.62,6.270515730360488,log_real_min_wage,-13.189884564543611,-25.049311066316093,-1.3304580627711395
Hoa Binh,2021,III,2.96,111.09,23.63,6.14025086443609,log_real_min_wage,-5.420205813206799,-19.296622776817067,8.45621115040345
Hoa Binh,2022,III,1.21,117.61,23.85,6.20955535478554,log_real_min_wage,-12.303274246002395,-28.296556623802424,3.690008131797628
Hoa Binh,2023,III,1.09,122.86,23.75,6.214408078419525,log_real_min_wage,-13.168851964599684,-31.14183384715487,4.8041299179554695
Hoa Binh,2024,III,1.19,139.67,25.62,6.231779816930511,log_real_min_wage,-13.648412282740306,-27.90260076589793,0.60577620041731
Hue,2018,III,4.47,81.1,22.7,6.380664762750111,log_real_min_wage,-15.44101775418527,-32.75532554271784,1.8732900343472885
Hue,2019,III,4.21,88.49,22.7,6.392704073340121,log_real_min_wage,-16.046692546230876,-35.43634514987801,3.3429600574162777
Hue,2020,III,4.29,98.08,23.15,6.330255521948153,log_real_min_wage,-14.970846543967752,-35.49437405579723,5.552680967861724
Hue,2021,III,3.6,104.67,28.73,6.328561588498037,log_real_min_wage,-14.409644281098336,-40.9295083709817,12.110219808785017
Hue,2022,III,3.55,114.21,29.81,6.3605595419064205,log_real_min_wage,-14.71315667409544,-38.53461511908888,9.108301770898043
Hue,2023,III,2.51,123.0,30.12,6.376862993065832,log_real_min_wage,-13.95191349842399,-36.41761135171092,8.513784354862933
Hue,2024,III,2.35,133.3,31.3,6.394860850047035,log_real_min_wage,-12.35214705880558,-32.8580752690599,8.153781151448738
Hung Yen,2018,II,0.93,114.94,20.4,6.583630497813814,log_real_min_wage,-12.335244785611406,-29.69136789471667,5.020878323493852
Hung Yen,2019,II,2.08,129.73,25.3,6.570294553967209,log_real_min_wage,-14.15554937241961,-31.138270811104828,2.827172066265589
Hung Yen,2020,II,2.67,142.25,26.35,6.558481450523715,log_real_min_wage,-12.863824307821428,-28.161287425149084,2.433638809506226
Hung Yen,2021,II,2.05,169.18,26.66,6.505081272124453,log_real_min_wage,-15.571255593502949,-31.259327387279605,0.1168162002737016
Hung Yen,2022,II,1.86,196.43,28.14,6.5101839329930735,log_real_min_wage,-9.927849571421174,-28.551882816350776,8.696183673508422
Hung Yen,2023,II,1.89,209.96,28.19,6.523430138825488,log_real_min_wage,-7.715083219334601,-28.146460048521632,12.71629360985242
Hung Yen,2024,II,1.66,227.07,29.28,6.527153500598662,log_real_min_wage,-0.6684191359874863,-20.29169287534584,18.954854603370865
Khanh Hoa,2018,II,3.46,114.63,18.8,6.525747874937121,log_real_min_wage,-15.79738011543173,-26.308169988074084,-5.286590242789387
Khanh Hoa,2019,II,3.49,129.1,22.8,6.510139285817371,log_real_min_wage,-16.921633271109005,-23.29453293319325,-10.548733609024769
Khanh Hoa,2020,II,4.7,124.08,23.88,6.465382380850588,log_real_min_wage,-18.112226553140232,-31.86582436696789,-4.358628739312573
Khanh Hoa,2021,II,5.72,133.9,25.57,6.383439065033647,log_real_min_wage,-17.696931449613,-30.084081016145483,-5.30978188308052
Khanh Hoa,2022,II,3.37,148.61,25.3,6.478755387740309,log_real_min_wage,-18.054484531686537,-28.97158177106417,-7.137387292308915
Khanh Hoa,2023,II,2.44,167.19,25.3,6.503584333084686,log_real_min_wage,-17.59434128513806,-33.55200390934337,-1.6366786609327448
Khanh Hoa,2024,II,2.5,194.36,26.23,6.5240320929923765,log_real_min_wage,-13.67931733306322,-30.34231175401891,2.983677087892476
Kien Giang,2018,II,3.04,97.35,15.4,6.822741904655181,log_real_min_wage,-20.98957157958974,-42.932983172021125,0.9538400128416492
Kien Giang,2019,II,3.56,103.16,13.6,6.82637167270576,log_real_min_wage,-22.406302490210468,-44.49746062223376,-0.3151443581871831
Kien Giang,2020,II,4.35,108.45,14.76,6.7879351698998285,log_real_min_wage,-9.876340025060106,-26.103133896313963,6.350453846193737
Kien Giang,2021,II,4.52,117.8,15.75,6.777703539621864,log_real_min_wage,-8.98659558959384,-20.586333186511013,2.6131420073233507
Kien Giang,2022,II,2.82,128.18,16.04,6.808928924675242,log_real_min_wage,-12.807972121280365,-29.7075985331566,4.091654290595864
Kien Giang,2023,II,2.97,141.45,16.8,6.802728041114431,log_real_min_wage,-11.2883466556095,-28.6509519819826,6.0742586707636015
Kien Giang,2024,II,3.17,158.84,17.42,6.804148779693367,log_real_min_wage,-11.197750665137026,-27.802278857414123,5.406777527140068
Kon Tum,2018,IV,1.0,64.88,18.0,5.73747511562267,log_real_min_wage,-7.183736017459974,-19.673485481748944,5.306013446828995
Kon Tum,2019,IV,1.16,70.08,12.9,5.745148321262097,log_real_min_wage,-4.814107468568493,-12.397771836129614,2.769556898992625
Kon Tum,2020,IV,1.05,77.17,15.98,5.735604086979157,log_real_min_wage,-6.102820436992973,-15.95967660667694,3.754035732690996
Kon Tum,2021,IV,0.51,86.56,18.17,5.74795883698903,log_real_min_wage,-7.368544282637009,-19.3572872625313,4.620198697257315
Kon Tum,2022,IV,0.67,95.89,17.6,5.788215530631031,log_real_min_wage,-7.6128895107776735,-18.5410717415824,3.315292720027055
Kon Tum,2023,IV,0.65,103.69,17.82,5.817825190696861,log_real_min_wage,-7.780719788599299,-19.317190909734204,3.755751332535602
Kon Tum,2024,IV,0.55,118.33,18.66,5.842297262846187,log_real_min_wage,-10.123614298873038,-24.282142952350178,4.034914354604128
Lai Chau,2018,IV,0.33,67.68,14.2,5.603151497817383,log_real_min_wage,-6.269036062432475,-14.754678871033676,2.216606746168722
Lai Chau,2019,IV,0.54,63.81,13.3,5.64112662462513,log_real_min_wage,-6.287739530562448,-14.66798494022551,2.0925058791005533
Lai Chau,2020,IV,0.42,71.92,12.53,5.645588230411475,log_real_min_wage,-6.231336730269789,-14.33646017331925,1.873786712779636
Lai Chau,2021,IV,2.28,129.5,25.61,5.106006078124714,log_real_min_wage,-9.240251920928536,-23.44006978007307,4.959565938215997
Lai Chau,2022,IV,1.23,117.09,23.84,5.330300412401088,log_real_min_wage,-9.76920523316536,-22.893943280826456,3.3555328144957315
Lai Chau,2023,IV,1.21,115.33,23.8,5.373053712662054,log_real_min_wage,-9.465376766735051,-22.654374116036507,3.7236205825664026
Lai Chau,2024,IV,1.43,129.35,23.8,5.443672334407408,log_real_min_wage,-10.20125942834394,-23.69660416021861,3.2940853035307303
Lam Dong,2018,II,0.08,91.35,16.6,6.674952729373308,log_real_min_wage,-10.55878556083941,-21.430281854095625,0.3127107324168019
Lam Dong,2019,II,0.84,102.93,16.7,6.638227417110398,log_real_min_wage,-10.580036075320091,-24.18018330705903,3.020111156418814
Lam Dong,2020,II,0.98,107.96,18.5,6.637231818621117,log_real_min_wage,-10.42349373240075,-28.494451501159684,7.64746403635818
Lam Dong,2021,II,1.49,115.3,20.49,6.6444926110711,log_real_min_wage,-9.949802270016974,-28.874262578854893,8.974658038820941
Lam Dong,2022,II,0.65,130.72,21.8,6.6764157320683895,log_real_min_wage,-9.42412053021185,-24.697461533007647,5.84922047258395
Lam Dong,2023,II,0.53,143.63,22.65,6.679046269195045,log_real_min_wage,-8.468062789322186,-21.75243455644016,4.816308977795785
Lam Dong,2024,II,0.74,170.73,23.03,6.6810930443563015,log_real_min_wage,-8.398274502738575,-23.746181955012965,6.949632949535836
Lang Son,2018,III,3.08,61.26,19.8,6.1830142268310135,log_real_min_wage,-4.023216722982662,-18.90206065441517,10.855627208449828
Lang Son,2019,III,2.82,67.3,16.5,6.188941511672941,log_real_min_wage,-4.813864873582258,-15.035484089850458,5.407754342685939
Lang Son,2020,III,1.84,72.73,21.0,6.17314006192842,log_real_min_wage,-6.669096678464055,-17.326866578210325,3.98867322128221
Lang Son,2021,III,7.82,125.3,27.8,5.703715805767214,log_real_min_wage,-8.975662651618192,-32.654476429607854,14.703151126371464
Lang Son,2022,III,6.34,136.48,28.5,5.724303797876949,log_real_min_wage,-10.812510190310888,-37.09193161175474,15.466911231132968
Lang Son,2023,III,4.28,148.05,27.63,5.753651421809336,log_real_min_wage,-11.63080540951752,-34.32694388343292,11.065333064397876
Lang Son,2024,III,4.17,158.16,29.01,5.771347660818625,log_real_min_wage,-13.602514535059631,-39.69105267410952,12.486023603990246
Lao Cai,2018,III,1.08,102.43,17.1,6.08100813201797,log_real_min_wage,-8.022663617247725,-20.34848716451153,4.303159930016083
Lao Cai,2019,III,1.81,116.65,19.5,6.059590376155582,log_real_min_wage,-9.306491945685078,-26.91940892271031,8.30642503134015
Lao Cai,2020,III,1.62,126.03,20.99,6.055072948318093,log_real_min_wage,-10.639951547847197,-28.012585723969515,6.73268262827512
Lao Cai,2021,III,1.94,150.86,24.59,5.929535950485816,log_real_min_wage,-11.91363626724144,-25.06668697179549,1.2394144373126217
Lao Cai,2022,III,1.47,169.54,22.74,5.9681703313049,log_real_min_wage,-12.905981958788615,-29.491026752114216,3.67906283453698
Lao Cai,2023,III,1.49,169.78,22.77,5.97105773733032,log_real_min_wage,-12.701995386559927,-29.791297961757955,4.387307188638081
Lao Cai,2024,III,1.6,187.34,24.0,5.974089470923892,log_real_min_wage,-13.22495273929493,-31.01012980040787,4.560224321818005
Long An,2018,II,2.34,113.79,16.1,6.876924868589534,log_real_min_wage,-42.60130211920234,-69.38958625316802,-15.813017985236703
Long An,2019,II,5.34,123.21,16.7,6.909304078971988,log_real_min_wage,-45.84697293311047,-71.8114849301211,-19.88246093609988
Long An,2020,II,2.15,129.71,15.93,6.916586171616892,log_real_min_wage,-48.08991892829444,-73.94935926553612,-22.23047859105264
Long An,2021,II,2.28,141.78,15.13,6.879314651350287,log_real_min_wage,-34.694397333519696,-62.11560322365487,-7.273191443384693
Long An,2022,II,1.89,159.5,15.08,6.889601491602005,log_real_min_wage,-34.33207844555931,-53.2827151290043,-15.381441762114306
Long An,2023,II,1.89,164.04,15.94,6.902823135936575,log_real_min_wage,-38.33512210002166,-58.99917912841383,-17.671065071629492
Long An,2024,II,1.99,181.53,17.16,6.9092641400784895,log_real_min_wage,-38.14900046194142,-57.89799876703374,-18.400002156849165
Nam Dinh,2018,III,0.68,57.54,15.9,6.987370202861539,log_real_min_wage,-65.31558469020878,-95.74155192524056,-34.889617455176946
Nam Dinh,2019,III,1.31,66.91,17.7,6.946071737266341,log_real_min_wage,-58.91316057228542,-88.83222542294688,-28.994095721623925
Nam Dinh,2020,III,1.68,75.18,20.07,6.918596302160012,log_real_min_wage,-56.45756414593549,-83.06597150873736,-29.84915678313361
Nam Dinh,2021,III,1.71,87.6,22.01,6.839358658273784,log_real_min_wage,-37.57278830640247,-61.1144672497894,-14.031109363015538
Nam Dinh,2022,III,1.65,94.91,21.5,6.858565034791365,log_real_min_wage,-42.22881249460947,-72.41760450979126,-12.040020479427696
Nam Dinh,2023,III,1.57,101.93,21.69,6.862171967360172,log_real_min_wage,-42.576758557861055,-71.33725678672889,-13.816260328993229
Nam Dinh,2024,III,1.25,116.15,23.75,6.864357052156667,log_real_min_wage,-39.25833200650615,-65.96703408589585,-12.549629927116456
Nghe An,2018,III,1.28,62.74,20.8,7.557848810064582,log_real_min_wage,-68.63931783915986,-98.12450640407398,-39.15412927424575
Nghe An,2019,III,1.3,69.83,20.7,7.551901273109019,log_real_min_wage,-68.69274492453815,-98.17225805408675,-39.21323179498954
Nghe An,2020,III,1.26,76.01,20.76,7.552940452355972,log_real_min_wage,-68.63082874991184,-98.25541734794406,-39.00624015187962
Nghe An,2021,III,2.11,99.05,23.37,7.371904303426078,log_real_min_wage,-65.75295182645813,-90.63043418223228,-40.87546947068401
Nghe An,2022,III,1.77,110.55,25.29,7.375850839021065,log_real_min_wage,-65.26506315382817,-93.92742469538372,-36.60270161227263
Nghe An,2023,III,2.03,118.38,25.66,7.376026157882693,log_real_min_wage,-62.4617149658481,-90.39481026613304,-34.5286196655631
Nghe An,2024,III,2.08,131.72,26.53,7.378596057720434,log_real_min_wage,-58.094445689815984,-85.47435963664215,-30.714531742989863
Ninh Binh,2018,III,1.36,91.87,27.4,6.356541594310858,log_real_min_wage,-11.598200528208771,-30.25236416945299,7.0559631130354425
Ninh Binh,2019,III,0.52,106.7,28.9,6.361544244545351,log_real_min_wage,-11.95408710872073,-33.301180458709375,9.393006241267914
Ninh Binh,2020,III,1.36,120.51,30.16,6.322475469291199,log_real_min_wage,-10.88988347457736,-32.709222763967816,10.929455814813084
Ninh Binh,2021,III,1.34,147.97,31.74,6.177217709203632,log_real_min_wage,-9.090591835577747,-29.69094620813985,11.50976253698435
Ninh Binh,2022,III,1.32,166.37,31.79,6.181051314893349,log_real_min_wage,-10.099969354396071,-34.24329614114594,14.043357432353892
Ninh Binh,2023,III,1.28,173.61,33.61,6.189044106290917,log_real_min_wage,-9.858449956548691,-33.48589535403109,13.7689954409337
Ninh Binh,2024,III,1.07,191.01,33.93,6.200407749021051,log_real_min_wage,-10.045246845928473,-34.28269227189199,14.192198580035027
Ninh Thuan,2018,III,3.29,77.88,19.3,5.799607673330689,log_real_min_wage,-0.8426836541702425,-15.338280497440923,13.65291318910042
Ninh Thuan,2019,III,2.93,94.75,18.9,5.795328001280299,log_real_min_wage,-0.553138260321048,-16.316950647255954,15.210674126613869
Ninh Thuan,2020,III,3.32,110.22,16.16,5.763182817937649,log_real_min_wage,-2.0442166354068574,-13.973523538780212,9.885090267966492
Ninh Thuan,2021,III,3.43,131.8,18.79,5.753080446377488,log_real_min_wage,-8.624247799515995,-23.122077927915026,5.873582328883028
Ninh Thuan,2022,III,1.99,141.56,17.66,5.789715492647929,log_real_min_wage,-8.979752316833924,-23.1877912737221,5.22828664005425
Ninh Thuan,2023,III,2.4,157.0,18.61,5.791426984508248,log_real_min_wage,-10.346207055863434,-21.50718910280557,0.8147749910786946
Ninh Thuan,2024,III,2.72,175.84,18.58,5.798880510747519,log_real_min_wage,-11.578430044114755,-23.394862352227616,0.2380022639981049
Phu Tho,2018,III,1.95,74.43,21.8,6.719315041180005,log_real_min_wage,-12.150974484162036,-23.86118189676888,-0.4407670715552036
Phu Tho,2019,III,1.46,82.17,24.6,6.733413796528403,log_real_min_wage,-10.803516986150536,-28.92317829600509,7.316144323704021
Phu Tho,2020,III,1.47,89.89,25.17,6.729130879272417,log_real_min_wage,-10.493200105849615,-29.30663276818328,8.320232556484036
Phu Tho,2021,III,0.93,120.95,34.59,6.511745329644728,log_real_min_wage,-8.769914283650671,-28.006711740132204,10.46688317283086
Phu Tho,2022,III,1.12,128.0,33.21,6.5606769965737,log_real_min_wage,-6.213018903790895,-26.489082284152687,14.063044476570896
Phu Tho,2023,III,1.29,139.55,34.05,6.570378633506502,log_real_min_wage,-5.31559603764701,-25.510785862334423,14.879593787040395
Phu Tho,2024,III,1.51,157.46,35.23,6.574517804870854,log_real_min_wage,-3.9232850921439577,-26.05127273606033,18.20470255177237
Phu Yen,2018,III,1.21,74.57,14.8,6.249395923907856,log_real_min_wage,-7.982537809512167,-23.49717011127393,7.532094492249599
Phu Yen,2019,III,2.17,83.23,16.6,6.23466559519717,log_real_min_wage,-8.588254667450585,-19.23762194011928,2.061112605218103
Phu Yen,2020,III,2.76,88.66,17.52,6.210379169092156,log_real_min_wage,-6.980253567102311,-17.871662506318053,3.911155372113431
Phu Yen,2021,III,3.29,100.0,21.62,6.11179987844051,log_real_min_wage,-0.0473064057632819,-13.971862924079351,13.877250112552783
Phu Yen,2022,III,2.95,109.81,21.67,6.122580524965519,log_real_min_wage,-2.9781524910272474,-19.61393193112873,13.65762694907422
Phu Yen,2023,III,2.57,119.73,23.08,6.136170768107241,log_real_min_wage,-8.476322330179224,-22.09353135503792,5.140886694679484
Phu Yen,2024,III,2.46,129.63,23.9,6.144250009735895,log_real_min_wage,-10.993463410049106,-25.316398478249496,3.329471658151258
Quang Binh,2018,III,3.42,69.22,25.1,6.236976059884137,log_real_min_wage,-11.288893810953317,-28.244661688266632,5.66687406636
Quang Binh,2019,III,1.34,76.81,21.7,6.235664840947802,log_real_min_wage,-9.070303724974693,-25.62111569897992,7.480508249030496
Quang Binh,2020,III,3.49,85.3,21.87,6.194017560806183,log_real_min_wage,-6.019176064591864,-19.169968666962298,7.131616537778563
Quang Binh,2021,III,3.6,107.05,26.53,6.038658199435085,log_real_min_wage,-5.890105253848891,-21.90618277915772,10.12597227145993
Quang Binh,2022,III,3.35,118.86,26.98,6.044981617072777,log_real_min_wage,-8.288731225754239,-25.47060150047968,8.893139048971202
Quang Binh,2023,III,3.16,128.7,27.66,6.0472776119271945,log_real_min_wage,-7.707073332785427,-26.673252756650097,11.259106091079236
Quang Binh,2024,III,3.06,141.18,28.45,6.049473987610882,log_real_min_wage,-10.014105180609702,-27.14619255241032,7.117982191190917
Quang Nam,2018,III,3.18,104.12,20.3,6.781318658833481,log_real_min_wage,-10.725273856039449,-22.18519485583211,0.7346471437532127
Quang Nam,2019,III,3.2,113.46,18.7,6.770491214311303,log_real_min_wage,-10.983885113013104,-24.59368667899164,2.625916452965429
Quang Nam,2020,III,4.09,114.52,21.49,6.756560226980511,log_real_min_wage,-9.725346523142749,-22.83967355748477,3.388980511199268
Quang Nam,2021,III,4.21,134.07,26.57,6.672324042328769,log_real_min_wage,-7.436411167386404,-25.55364263052308,10.680820295750268
Quang Nam,2022,III,4.05,147.92,26.66,6.695489845815111,log_real_min_wage,-7.294176392716162,-28.29123986363341,13.702887078201076
Quang Nam,2023,III,4.04,143.62,27.51,6.695267255355902,log_real_min_wage,-6.578248943136279,-28.09214326875577,14.935645382483202
Quang Nam,2024,III,3.89,157.43,28.48,6.703188113240863,log_real_min_wage,-7.008133400445439,-30.12724845806427,16.110981657173387
Quang Ngai,2018,III,2.35,114.95,18.2,6.58621303330892,log_real_min_wage,-13.070730959120368,-25.193252245265903,-0.9482096729748352
Quang Ngai,2019,III,2.3,119.83,20.9,6.586240617993904,log_real_min_wage,-13.703068329113588,-27.17770179832329,-0.2284348599038761
Quang Ngai,2020,III,3.19,120.46,22.03,6.5672629726980345,log_real_min_wage,-11.757187683962009,-23.59914144085929,0.0847660729352686
Quang Ngai,2021,III,2.28,154.19,26.12,6.488748900307305,log_real_min_wage,-17.521846737953386,-32.78106561940857,-2.2626278564982023
Quang Ngai,2022,III,1.82,185.85,25.19,6.498327329178707,log_real_min_wage,-15.398734428224463,-30.35823929030723,-0.4392295661416696
Quang Ngai,2023,III,2.09,188.79,26.06,6.502924969346782,log_real_min_wage,-16.62744724166216,-31.160739806436524,-2.094154676887809
Quang Ngai,2024,III,2.64,196.58,27.36,6.504767100748865,log_real_min_wage,-14.062562861040742,-30.62130384913754,2.496178127056048
Quang Ninh,2018,I,3.19,229.22,35.6,6.581124456391781,log_real_min_wage,1.8277038442227265,-17.781850190534545,21.437257878980105
Quang Ninh,2019,I,2.73,265.0,37.7,6.57435033341039,log_real_min_wage,3.816205362214566,-14.78983067917334,22.42224140360247
Quang Ninh,2020,I,3.22,309.04,38.65,6.512487995850418,log_real_min_wage,0.5183289710551148,-19.277170509607554,20.31382845171796
Quang Ninh,2021,I,2.23,351.31,41.39,6.483672940716908,log_real_min_wage,-0.4394666715593069,-23.652501575883143,22.773568232764525
Quang Ninh,2022,I,2.21,405.68,41.78,6.498703747338553,log_real_min_wage,-0.3331812861594687,-23.43918561964681,22.77282304732787
Quang Ninh,2023,I,2.22,438.65,41.89,6.508977759023789,log_real_min_wage,0.620462132070962,-21.359397757566143,22.600322021708063
Quang Ninh,2024,I,2.15,481.87,42.35,6.519825523963033,log_real_min_wage,1.378468818153374,-19.946288157598016,22.703225793904803
Quang Tri,2018,III,3.71,85.57,26.0,5.81350346959099,log_real_min_wage,-3.240385395557424,-17.838689722502817,11.357918931387973
Quang Tri,2019,III,3.16,93.68,23.2,5.830150773471008,log_real_min_wage,0.7708905656466842,-11.284459175643384,12.826240306936722
Quang Tri,2020,III,3.93,100.15,25.6,5.818033353659475,log_real_min_wage,-3.544236962276035,-20.093278637994825,13.004804713442752
Quang Tri,2021,III,3.83,116.73,27.7,5.772530871817295,log_real_min_wage,-7.20825282815251,-29.77197130832277,15.355465652017736
Quang Tri,2022,III,2.77,129.71,27.09,5.78818489572255,log_real_min_wage,-7.866980278178576,-21.552887582099764,5.818927025742609
Quang Tri,2023,III,2.76,141.91,27.96,5.79002133110644,log_real_min_wage,-9.004398212565722,-24.26614162875292,6.257345203621465
Quang Tri,2024,III,2.22,153.9,30.03,5.799001741237135,log_real_min_wage,-8.621558557719897,-29.048847303627944,11.805730188188104
Soc Trang,2018,III,3.4,77.23,11.4,6.475648409927537,log_real_min_wage,-13.7851504289973,-25.17899446247536,-2.391306395519237
Soc Trang,2019,III,2.91,83.49,12.2,6.460530236625741,log_real_min_wage,-13.523619897196244,-25.272054732157603,-1.775185062234895
Soc Trang,2020,III,2.1,87.05,15.17,6.44514822748662,log_real_min_wage,-13.971107050219349,-25.66528295922284,-2.27693114121586
Soc Trang,2021,III,3.13,97.16,11.9,6.391699334236557,log_real_min_wage,-12.227685260508602,-24.84735995212858,0.3919894311113747
Soc Trang,2022,III,3.37,108.69,12.0,6.408907631975554,log_real_min_wage,-13.289714392225916,-27.312506459830125,0.7330776753783113
Soc Trang,2023,III,3.39,118.0,12.17,6.410766812004168,log_real_min_wage,-13.66963364853033,-29.222967317900626,1.883700020839946
Soc Trang,2024,III,3.58,129.68,12.92,6.412671762164754,log_real_min_wage,-14.742635415641931,-28.60060732935193,-0.8846635019319464
Son La,2018,IV,0.23,67.13,14.9,6.608675161577986,log_real_min_wage,-10.76556376573198,-21.76581513674168,0.2346876052777151
Son La,2019,IV,0.74,64.92,11.2,6.640803507978946,log_real_min_wage,-9.494508427140415,-20.274285570277968,1.285268715997132
Son La,2020,IV,0.67,71.87,13.1,6.640894922222654,log_real_min_wage,-9.542103351125949,-20.419149915059748,1.3349432128078522
Son La,2021,IV,1.03,103.6,16.78,6.310045542855303,log_real_min_wage,-12.239664838941074,-26.26891966967961,1.789589991797465
Son La,2022,IV,2.38,109.98,18.51,6.373200328516909,log_real_min_wage,-16.507812146156027,-32.07747588301437,-0.9381484092976536
Son La,2023,IV,2.11,111.57,18.95,6.394476649055079,log_real_min_wage,-17.97832000425889,-35.43230544348094,-0.5243345650368418
Son La,2024,IV,1.89,126.62,19.2,6.401917196727186,log_real_min_wage,-17.457072437110412,-31.23201262513305,-3.682132249087793
Tay Ninh,2018,III,1.52,109.11,14.8,6.497227376531511,log_real_min_wage,-11.15241704736217,-27.389893307289512,5.085059212565167
Tay Ninh,2019,III,1.54,118.75,12.7,6.545924207894034,log_real_min_wage,-9.629996353223438,-25.258606135624483,5.9986134291776025
Tay Ninh,2020,II,1.72,127.99,14.7,6.524237555356797,log_real_min_wage,-11.634798488539133,-26.36002674260676,3.090429765528482
Tay Ninh,2021,II,2.66,141.56,16.01,6.460514596841257,log_real_min_wage,-15.598518078271088,-28.79537619293736,-2.4016599636048213
Tay Ninh,2022,II,1.69,156.1,17.82,6.491512297702094,log_real_min_wage,-14.846416254646504,-29.01067690932431,-0.6821555999687039
Tay Ninh,2023,II,1.55,166.3,18.22,6.506486354567876,log_real_min_wage,-14.087931957832616,-28.053015358018627,-0.1228485576466038
Tay Ninh,2024,II,1.39,183.49,20.09,6.520341265131346,log_real_min_wage,-12.92597513189622,-27.73053174535714,1.8785814815647
Thai Binh,2018,III,1.44,66.81,18.4,7.011790917377548,log_real_min_wage,-68.24706900013238,-96.97959134497256,-39.51454665529222
Thai Binh,2019,III,1.32,75.11,15.3,7.022083464622224,log_real_min_wage,-68.65305557144845,-98.9239513923621,-38.3821597505348
Thai Binh,2020,III,1.24,83.44,17.89,6.978903160100266,log_real_min_wage,-65.0197848511539,-92.78569492686267,-37.25387477544513
Thai Binh,2021,III,1.72,102.58,19.34,6.848631405479398,log_real_min_wage,-41.51335446601018,-67.68454499295221,-15.34216393906818
Thai Binh,2022,III,1.13,111.47,19.58,6.8803429713718,log_real_min_wage,-45.03829836605017,-76.34514297617514,-13.731453755925203
Thai Binh,2023,III,0.99,120.32,22.89,6.886347764543252,log_real_min_wage,-41.453368147541134,-71.09761995339547,-11.809116341686767
Thai Binh,2024,III,1.21,132.14,23.93,6.893696921731097,log_real_min_wage,-39.11143407455521,-65.06499128394125,-13.157876865169172
Thai Nguyen,2018,II,1.19,145.64,24.7,6.608122075410602,log_real_min_wage,-9.75448361504727,-24.80342208729761,5.294454857203066
Thai Nguyen,2019,II,1.61,153.09,27.2,6.641691178554823,log_real_min_wage,-6.156606058346364,-20.34208371481463,8.028871598121913
Thai Nguyen,2020,II,1.7,162.77,28.24,6.630630613801414,log_real_min_wage,-5.62597982452773,-25.75753293266577,14.505573283610357
Thai Nguyen,2021,II,1.57,224.13,35.4,6.380359796886982,log_real_min_wage,-3.408571134931804,-26.26619880980328,19.44905653993969
Thai Nguyen,2022,II,1.47,243.92,35.93,6.401187245468788,log_real_min_wage,-0.158153599676853,-21.097379555846896,20.78107235649323
Thai Nguyen,2023,II,1.78,245.85,36.62,6.407671751748048,log_real_min_wage,-0.4221634788119139,-22.27523654731777,21.430909589693904
Thai Nguyen,2024,II,1.66,255.43,38.1,6.41660155501361,log_real_min_wage,0.175321031176316,-21.75628000816928,22.10692207052178
Thanh Hoa,2018,III,1.65,65.35,19.4,7.712975893064387,log_real_min_wage,-69.91888684920973,-98.41344499792824,-41.424328700491145
Thanh Hoa,2019,III,1.4,77.71,19.4,7.726344975232597,log_real_min_wage,-69.91975113996553,-98.83466760055003,-41.00483467938093
Thanh Hoa,2020,III,1.87,85.77,21.39,7.691821192862693,log_real_min_wage,-68.13626420804702,-95.22421840876524,-41.04831000732882
Thanh Hoa,2021,III,1.15,109.9,25.14,7.574543083673215,log_real_min_wage,-65.15198121410303,-95.31612665704448,-34.98783577116158
Thanh Hoa,2022,III,1.12,129.6,26.4,7.578309141889338,log_real_min_wage,-59.99807165685976,-91.25996192773064,-28.73618138598888
Thanh Hoa,2023,III,1.19,138.77,27.56,7.579203735790616,log_real_min_wage,-53.75133372521015,-82.76995649003099,-24.73271096038932
Thanh Hoa,2024,III,1.55,156.32,27.94,7.579755428940627,log_real_min_wage,-48.38868013357563,-76.47117978940926,-20.30618047774197
Tien Giang,2018,II,1.67,80.83,11.8,7.002956361926525,log_real_min_wage,-67.19219649809072,-96.5145206671404,-37.8698723290411
Tien Giang,2019,II,1.8,87.23,11.7,7.0077001565086405,log_real_min_wage,-66.73933322717852,-95.96939686015044,-37.509269594206586
Tien Giang,2020,II,3.14,91.45,14.2,6.985725070417818,log_real_min_wage,-62.39717580588414,-92.2968685278238,-32.4974830839444
Tien Giang,2021,II,7.32,101.0,13.84,6.890832899786187,log_real_min_wage,-43.306003530272775,-68.75281771923738,-17.859189341308195
Tien Giang,2022,II,2.03,107.0,13.29,6.950786032397524,log_real_min_wage,-56.47296386443713,-86.88847283087759,-26.05745489799661
Tien Giang,2023,II,2.35,116.85,14.25,6.965533500701492,log_real_min_wage,-55.11158270929191,-83.82485453735143,-26.398310881232405
Tien Giang,2024,II,2.63,129.26,15.34,6.972868634870551,log_real_min_wage,-53.264473403842025,-79.2782115736488,-27.2507352340352
Tra Vinh,2018,III,3.04,94.61,10.9,6.347214062970213,log_real_min_wage,-10.132555957436429,-20.591678942997422,0.3265670281245807
