province,year,wage_region,unemployment_rate,labour_productivity,trained_labour_rate,log_employed_persons,treatment,cate,cate_lb,cate_ub
Ha Giang,2024,IV,2.89,92.48,22.27,5.920639641327703,real_min_wage,1.0290394814894345e-07,-5.520095784267191e-06,5.725903680565077e-06
Ha Nam,2018,III,2.17,99.58,20.8,6.171784101231264,real_min_wage,-1.5299296222828343e-06,-5.9554113465042455e-06,2.8955521019385765e-06
Ha Nam,2019,III,1.83,114.25,20.0,6.171491807348564,real_min_wage,-2.9657609887735948e-06,-8.636892757160112e-06,2.705370779612921e-06
Ha Nam,2020,III,1.76,130.26,22.05,6.13133517922837,real_min_wage,-3.518365397029576e-06,-8.62589844248759e-06,1.589167648428436e-06
Ha Nam,2021,III,1.91,153.76,27.57,6.0692585745480025,real_min_wage,-2.963253905244473e-06,-8.59525076741165e-06,2.6687429569227064e-06
Ha Nam,2022,III,0.91,168.36,27.6,6.116642395836211,real_min_wage,-3.5562784470499483e-06,-9.521116007932907e-06,2.4085591138330107e-06
Ha Nam,2023,III,1.34,185.82,29.45,6.123588700035024,real_min_wage,-2.879126020887365e-06,-1.0462778758523644e-05,4.704526716748911e-06
Ha Nam,2024,III,1.89,208.32,32.25,6.134655386698898,real_min_wage,-1.6987880558417997e-06,-9.377624703557167e-06,5.980048591873569e-06
Ha Noi,2018,I,1.8,215.49,42.0,8.318466604948952,real_min_wage,-6.592541924558653e-06,-1.6763629169129978e-05,3.5785453200126765e-06
Ha Noi,2019,I,1.78,240.54,48.1,8.306158530677104,real_min_wage,-3.3577926791049987e-06,-1.298873422477926e-05,6.273148866569262e-06
Ha Noi,2020,I,2.11,251.72,48.5,8.30464085465427,real_min_wage,-2.7070539720006825e-06,-1.249294552980273e-05,7.078837585801361e-06
Ha Noi,2021,I,2.68,278.43,50.27,8.253146913156332,real_min_wage,-2.5572341335146838e-06,-1.2162605979337354e-05,7.048137712307982e-06
Ha Noi,2022,I,2.22,304.06,50.3,8.27607404276969,real_min_wage,-2.569550098828564e-06,-1.2104168447386266e-05,6.965068249729136e-06
Ha Noi,2023,I,2.01,319.04,50.77,8.30125362895053,real_min_wage,-2.6522177933935542e-06,-1.2287202581488517e-05,6.982766994701407e-06
Ha Noi,2024,I,1.77,345.63,53.9,8.321020144131534,real_min_wage,-2.856616969256108e-06,-1.2542900885786009e-05,6.8296669472737895e-06
Ha Tinh,2018,III,4.97,102.87,24.2,6.523914666970636,real_min_wage,-4.7180872237225374e-06,-1.0235508180074513e-05,7.993337326294354e-07
Ha Tinh,2019,III,3.36,113.69,25.0,6.532450733768825,real_min_wage,-4.438544587067356e-06,-9.062899244805844e-06,1.8581007067113585e-07
Ha Tinh,2020,III,3.18,125.93,25.7,6.483703503998185,real_min_wage,-5.176670995886417e-06,-1.0262313564767112e-05,-9.102842700572038e-08
Ha Tinh,2021,III,5.38,184.92,30.48,6.193588731198116,real_min_wage,-5.246991580791616e-06,-1.632939946868291e-05,5.835416307099676e-06
Ha Tinh,2022,III,5.43,187.48,30.8,6.220530526173959,real_min_wage,-5.491976940487511e-06,-1.6893630446031056e-05,5.909676565056031e-06
Ha Tinh,2023,III,5.51,201.63,31.58,6.219137823708588,real_min_wage,-4.98735477578389e-06,-1.5887734292039152e-05,5.913024740471368e-06
Ha Tinh,2024,III,4.4,217.31,32.28,6.228037518733853,real_min_wage,-3.993247548328962e-06,-1.4665638390653907e-05,6.679143293995982e-06
Hai Duong,2018,II,2.75,110.78,17.5,6.944627081757988,real_min_wage,-1.5923542496496737e-05,-2.428755757672645e-05,-7.559527416267022e-06
Hai Duong,2019,II,1.99,120.19,22.1,6.960262336461152,real_min_wage,-1.5636883629214874e-05,-2.3735602323515875e-05,-7.538164934913861e-06
Hai Duong,2020,II,1.7,131.15,24.77,6.9073652029123584,real_min_wage,-1.3135898756225447e-05,-1.990467531947121e-05,-6.36712219297969e-06
Hai Duong,2021,II,1.18,160.97,30.4,6.8352491001952576,real_min_wage,-4.578095867844792e-06,-1.1924440035341343e-05,2.76824829965176e-06
Hai Duong,2022,II,1.5,181.15,29.69,6.846198973283031,real_min_wage,-4.868998457767375e-06,-1.2753943716307468e-05,3.015946800772716e-06
Hai Duong,2023,II,1.33,198.22,29.24,6.842032056362808,real_min_wage,-4.26430370929621e-06,-1.1608629495263178e-05,3.0800220766707563e-06
Hai Duong,2024,II,1.27,224.65,29.42,6.841198722981249,real_min_wage,-1.5517493038205646e-06,-8.357971448487868e-06,5.254472840846737e-06
Hai Phong,2018,I,3.55,189.88,31.3,7.011042647153989,real_min_wage,-8.942243498677974e-06,-1.742490309822678e-05,-4.5958389912917e-07
Hai Phong,2019,I,2.06,227.77,31.6,6.994547465284577,real_min_wage,-3.605323572953316e-06,-1.2981822173287366e-05,5.771175027380731e-06
Hai Phong,2020,I,2.37,260.68,34.7,6.961115934904424,real_min_wage,-9.075483331006468e-07,-7.820865726152414e-06,6.005769059951119e-06
Hai Phong,2021,I,2.41,309.66,36.01,6.919150110596011,real_min_wage,-3.826081256026564e-07,-6.858233602844765e-06,6.093017351639451e-06
Hai Phong,2022,I,2.36,356.76,36.45,6.92321515684418,real_min_wage,-4.242190447453962e-07,-7.027009884786073e-06,6.17857179529528e-06
Hai Phong,2023,I,2.35,381.86,36.5,6.927753965488826,real_min_wage,-4.2941548726241433e-07,-6.989828790093629e-06,6.1309978155688e-06
Hai Phong,2024,I,2.15,427.62,38.04,6.9319404457704925,real_min_wage,-5.341267141981123e-07,-7.181988874630808e-06,6.113735446234583e-06
Hau Giang,2018,III,1.86,73.65,9.7,6.090585637975789,real_min_wage,-1.1838537371759082e-06,-3.453440068340588e-06,1.0857325939887706e-06
Hau Giang,2019,III,3.11,87.25,10.8,6.011659254393502,real_min_wage,-7.29754439401288e-08,-2.790033451040694e-06,2.6440825631604363e-06
Hau Giang,2020,III,3.05,95.99,14.23,5.969704505325418,real_min_wage,-8.948003372577136e-09,-3.741822517210266e-06,3.7239265104651103e-06
Hau Giang,2021,III,5.43,106.11,13.5,5.924843859766086,real_min_wage,-1.0692606197447146e-06,-6.4358285633680365e-06,4.297307323878606e-06
Hau Giang,2022,III,1.69,119.25,12.48,6.005367452276974,real_min_wage,-1.9710326619548467e-06,-6.881239627087508e-06,2.939174303177815e-06
Hau Giang,2023,III,2.01,143.42,13.7,6.001315863158356,real_min_wage,-2.63407057163894e-06,-6.574879788217703e-06,1.3067386449398226e-06
Hau Giang,2024,III,2.03,161.96,14.05,6.008321664174405,real_min_wage,-3.191453242420481e-06,-6.7692406794496985e-06,3.863341946087352e-07
Ho Chi Minh city,2018,I,2.89,271.3,36.8,8.41691087098228,real_min_wage,-2.5628787604022543e-06,-1.2150571539438276e-05,7.024814018633764e-06
Ho Chi Minh city,2019,I,2.82,286.34,37.1,8.453735685770818,real_min_wage,-2.5544327343286166e-06,-1.2155880589000128e-05,7.04701512034289e-06
Ho Chi Minh city,2020,I,3.91,298.82,38.71,8.431585192866635,real_min_wage,-2.856817473883424e-06,-1.2100357368155062e-05,6.386722420388213e-06
Ho Chi Minh city,2021,I,6.4,308.96,35.55,8.373678415963765,real_min_wage,-2.859010203166863e-06,-1.1959681487165504e-05,6.241661080831778e-06
Ho Chi Minh city,2022,I,4.19,332.11,35.62,8.413495736550331,real_min_wage,-2.849821491448963e-06,-1.1960174157822707e-05,6.260531174924779e-06
Ho Chi Minh city,2023,I,3.8,342.32,36.01,8.448233176532359,real_min_wage,-2.8459610121680047e-06,-1.2120214531431312e-05,6.4282925070953e-06
Ho Chi Minh city,2024,I,3.42,370.69,37.46,8.466794233832385,real_min_wage,-2.637891806049979e-06,-1.2300750357836754e-05,7.024966745736794e-06
Hoa Binh,2018,III,0.64,84.84,17.4,6.301592808389593,real_min_wage,-4.363491354968979e-06,-6.849559549066153e-06,-1.877423160871805e-06
Hoa Binh,2019,III,0.65,84.51,17.4,6.315376084541477,real_min_wage,-4.445187263113296e-06,-6.990601929898916e-06,-1.8997725963276771e-06
Hoa Binh,2020,III,0.44,94.01,18.62,6.270515730360488,real_min_wage,-4.367551564871122e-06,-8.467999163685502e-06,-2.6710396605674416e-07
Hoa Binh,2021,III,2.96,111.09,23.63,6.14025086443609,real_min_wage,-1.6902040197229818e-06,-5.430111224234752e-06,2.0497031847887877e-06
Hoa Binh,2022,III,1.21,117.61,23.85,6.20955535478554,real_min_wage,-3.900817594980177e-06,-9.193291719081352e-06,1.391656529120996e-06
Hoa Binh,2023,III,1.09,122.86,23.75,6.214408078419525,real_min_wage,-4.16677616235533e-06,-9.504301552837357e-06,1.1707492281266955e-06
Hoa Binh,2024,III,1.19,139.67,25.62,6.231779816930511,real_min_wage,-4.297561747318532e-06,-9.620542338973577e-06,1.0254188443365098e-06
Hue,2018,III,4.47,81.1,22.7,6.380664762750111,real_min_wage,-4.830937611599641e-06,-1.0432863581209651e-05,7.709883580103705e-07
Hue,2019,III,4.21,88.49,22.7,6.392704073340121,real_min_wage,-5.12649366091564e-06,-1.072179659256061e-05,4.688092707293289e-07
Hue,2020,III,4.29,98.08,23.15,6.330255521948153,real_min_wage,-4.755323219178064e-06,-1.0771806479379385e-05,1.2611600410232554e-06
Hue,2021,III,3.6,104.67,28.73,6.328561588498037,real_min_wage,-4.106100606351425e-06,-1.306121793049597e-05,4.849016717793119e-06
Hue,2022,III,3.55,114.21,29.81,6.3605595419064205,real_min_wage,-3.995922612036744e-06,-1.257283454113898e-05,4.580989317065488e-06
Hue,2023,III,2.51,123.0,30.12,6.376862993065832,real_min_wage,-3.6916798399746393e-06,-1.1001021459094262e-05,3.617661779144979e-06
Hue,2024,III,2.35,133.3,31.3,6.394860850047035,real_min_wage,-3.354729011708853e-06,-1.0795939539741442e-05,4.0864815163237335e-06
Hung Yen,2018,II,0.93,114.94,20.4,6.583630497813814,real_min_wage,-4.142612634533399e-06,-9.945148600275155e-06,1.6599233312083566e-06
Hung Yen,2019,II,2.08,129.73,25.3,6.570294553967209,real_min_wage,-4.247517822988546e-06,-9.26809286805668e-06,7.730572220795867e-07
Hung Yen,2020,II,2.67,142.25,26.35,6.558481450523715,real_min_wage,-3.821477237307737e-06,-8.291732117813963e-06,6.487776431984919e-07
Hung Yen,2021,II,2.05,169.18,26.66,6.505081272124453,real_min_wage,-4.402965093362684e-06,-1.0601615470957135e-05,1.7956852842317677e-06
Hung Yen,2022,II,1.86,196.43,28.14,6.5101839329930735,real_min_wage,-2.5395270306022154e-06,-9.31434187116244e-06,4.235287809958008e-06
Hung Yen,2023,II,1.89,209.96,28.19,6.523430138825488,real_min_wage,-1.863795102852221e-06,-8.654611675888694e-06,4.927021470184249e-06
Hung Yen,2024,II,1.66,227.07,29.28,6.527153500598662,real_min_wage,4.689356333059526e-07,-5.3700118712540055e-06,6.3078831378659086e-06
Khanh Hoa,2018,II,3.46,114.63,18.8,6.525747874937121,real_min_wage,-4.72533302168084e-06,-9.03480643231342e-06,-4.158596110482604e-07
Khanh Hoa,2019,II,3.49,129.1,22.8,6.510139285817371,real_min_wage,-5.008969210192922e-06,-7.895382299633583e-06,-2.1225561207522613e-06
Khanh Hoa,2020,II,4.7,124.08,23.88,6.465382380850588,real_min_wage,-5.614150905878791e-06,-1.1008731277325456e-05,-2.195705344321296e-07
Khanh Hoa,2021,II,5.72,133.9,25.57,6.383439065033647,real_min_wage,-5.390935959965048e-06,-1.0897979688363607e-05,1.1610776843351217e-07
Khanh Hoa,2022,II,3.37,148.61,25.3,6.478755387740309,real_min_wage,-5.297702039298286e-06,-9.891537910340293e-06,-7.038661682562836e-07
Khanh Hoa,2023,II,2.44,167.19,25.3,6.503584333084686,real_min_wage,-5.162745814104555e-06,-1.0890732547094211e-05,5.652409188850983e-07
Khanh Hoa,2024,II,2.5,194.36,26.23,6.5240320929923765,real_min_wage,-3.834908256726006e-06,-9.509907931168414e-06,1.8400914177164027e-06
Kien Giang,2018,II,3.04,97.35,15.4,6.822741904655181,real_min_wage,-6.037540982336964e-06,-1.1729642944598048e-05,-3.454390200758813e-07
Kien Giang,2019,II,3.56,103.16,13.6,6.82637167270576,real_min_wage,-6.624004404173177e-06,-1.2612164620426171e-05,-6.358441879201846e-07
Kien Giang,2020,II,4.35,108.45,14.76,6.7879351698998285,real_min_wage,-3.002618422656924e-06,-8.818905894353383e-06,2.8136690490395367e-06
Kien Giang,2021,II,4.52,117.8,15.75,6.777703539621864,real_min_wage,-2.8411587233449638e-06,-8.09200052498286e-06,2.4096830782929326e-06
Kien Giang,2022,II,2.82,128.18,16.04,6.808928924675242,real_min_wage,-3.801197467662376e-06,-1.0203447323822329e-05,2.6010523884975764e-06
Kien Giang,2023,II,2.97,141.45,16.8,6.802728041114431,real_min_wage,-3.3992875669857314e-06,-1.056053909418447e-05,3.761963960213005e-06
Kien Giang,2024,II,3.17,158.84,17.42,6.804148779693367,real_min_wage,-3.4001215112348484e-06,-1.0216517476797586e-05,3.4162744543278874e-06
Kon Tum,2018,IV,1.0,64.88,18.0,5.73747511562267,real_min_wage,-2.650855425272769e-06,-7.436646868646799e-06,2.1349360181012582e-06
Kon Tum,2019,IV,1.16,70.08,12.9,5.745148321262097,real_min_wage,-1.9331556090839488e-06,-5.314066497916472e-06,1.447755279748574e-06
Kon Tum,2020,IV,1.05,77.17,15.98,5.735604086979157,real_min_wage,-2.3695558274138405e-06,-6.204897536539936e-06,1.4657858817122538e-06
Kon Tum,2021,IV,0.51,86.56,18.17,5.74795883698903,real_min_wage,-2.7975740474916773e-06,-7.390969421845201e-06,1.795821326861845e-06
Kon Tum,2022,IV,0.67,95.89,17.6,5.788215530631031,real_min_wage,-2.837161716157558e-06,-7.369288915397292e-06,1.6949654830821708e-06
Kon Tum,2023,IV,0.65,103.69,17.82,5.817825190696861,real_min_wage,-2.786969105236006e-06,-7.590479356130898e-06,2.016541145658884e-06
Kon Tum,2024,IV,0.55,118.33,18.66,5.842297262846187,real_min_wage,-3.478106300565669e-06,-8.738165503845485e-06,1.7819529027141435e-06
Lai Chau,2018,IV,0.33,67.68,14.2,5.603151497817383,real_min_wage,-2.473368507563509e-06,-5.870436618771178e-06,9.236996036441588e-07
Lai Chau,2019,IV,0.54,63.81,13.3,5.64112662462513,real_min_wage,-2.481446886412385e-06,-5.803897472841972e-06,8.410037000172011e-07
Lai Chau,2020,IV,0.42,71.92,12.53,5.645588230411475,real_min_wage,-2.470174962275549e-06,-5.743710780236693e-06,8.033608556855933e-07
Lai Chau,2021,IV,2.28,129.5,25.61,5.106006078124714,real_min_wage,-3.147998888769632e-06,-8.748907923031287e-06,2.452910145492017e-06
Lai Chau,2022,IV,1.23,117.09,23.84,5.330300412401088,real_min_wage,-3.214877450652352e-06,-8.635307341171835e-06,2.2055524398671297e-06
Lai Chau,2023,IV,1.21,115.33,23.8,5.373053712662054,real_min_wage,-3.1759524319911726e-06,-8.373893310074876e-06,2.0219884460925283e-06
Lai Chau,2024,IV,1.43,129.35,23.8,5.443672334407408,real_min_wage,-3.4520453936355813e-06,-8.696440510673277e-06,1.79234972340211e-06
Lam Dong,2018,II,0.08,91.35,16.6,6.674952729373308,real_min_wage,-3.5661367727669587e-06,-8.197542290979975e-06,1.0652687454460533e-06
Lam Dong,2019,II,0.84,102.93,16.7,6.638227417110398,real_min_wage,-3.4810128394622584e-06,-8.88421076694393e-06,1.922185088019409e-06
Lam Dong,2020,II,0.98,107.96,18.5,6.637231818621117,real_min_wage,-3.4823440894735743e-06,-1.0046559774684644e-05,3.0818715957374947e-06
Lam Dong,2021,II,1.49,115.3,20.49,6.6444926110711,real_min_wage,-3.2633891192419444e-06,-9.832619434016824e-06,3.305841195532931e-06
Lam Dong,2022,II,0.65,130.72,21.8,6.6764157320683895,real_min_wage,-3.1116351147004387e-06,-8.875931105672733e-06,2.6526608762718527e-06
Lam Dong,2023,II,0.53,143.63,22.65,6.679046269195045,real_min_wage,-2.85270670140338e-06,-8.437432552339108e-06,2.7320191495323485e-06
Lam Dong,2024,II,0.74,170.73,23.03,6.6810930443563015,real_min_wage,-2.712067673853517e-06,-8.959508053683212e-06,3.535372705976176e-06
Lang Son,2018,III,3.08,61.26,19.8,6.1830142268310135,real_min_wage,-1.0756821605197138e-06,-4.916827550507872e-06,2.765463229468443e-06
Lang Son,2019,III,2.82,67.3,16.5,6.188941511672941,real_min_wage,-1.2349017482625629e-06,-2.6198879789991257e-06,1.500844824739993e-07
Lang Son,2020,III,1.84,72.73,21.0,6.17314006192842,real_min_wage,-1.9282404134235126e-06,-6.132726477100005e-06,2.276245650252977e-06
Lang Son,2021,III,7.82,125.3,27.8,5.703715805767214,real_min_wage,-2.7674714082192056e-06,-1.1014360983481694e-05,5.479418167043277e-06
Lang Son,2022,III,6.34,136.48,28.5,5.724303797876949,real_min_wage,-3.419762154257129e-06,-1.302836481825897e-05,6.188840509744708e-06
Lang Son,2023,III,4.28,148.05,27.63,5.753651421809336,real_min_wage,-3.639363932183524e-06,-1.2701528808321465e-05,5.422800943954413e-06
Lang Son,2024,III,4.17,158.16,29.01,5.771347660818625,real_min_wage,-4.135513220224364e-06,-1.4126474443937848e-05,5.855448003489118e-06
Lao Cai,2018,III,1.08,102.43,17.1,6.08100813201797,real_min_wage,-2.777048771803901e-06,-7.636851800450793e-06,2.0827542568429886e-06
Lao Cai,2019,III,1.81,116.65,19.5,6.059590376155582,real_min_wage,-2.931194320299356e-06,-9.059352641271694e-06,3.1969640006729816e-06
Lao Cai,2020,III,1.62,126.03,20.99,6.055072948318093,real_min_wage,-3.3385612284911394e-06,-8.98641452525449e-06,2.309292068272209e-06
Lao Cai,2021,III,1.94,150.86,24.59,5.929535950485816,real_min_wage,-3.838140780733048e-06,-8.59924102340166e-06,9.229594619355636e-07
Lao Cai,2022,III,1.47,169.54,22.74,5.9681703313049,real_min_wage,-3.970694932539895e-06,-9.843329406598018e-06,1.9019395415182295e-06
Lao Cai,2023,III,1.49,169.78,22.77,5.97105773733032,real_min_wage,-3.887938056887792e-06,-9.940162823199828e-06,2.164286709424243e-06
Lao Cai,2024,III,1.6,187.34,24.0,5.974089470923892,real_min_wage,-3.924853867336386e-06,-9.611257377363894e-06,1.7615496426911224e-06
Long An,2018,II,2.34,113.79,16.1,6.876924868589534,real_min_wage,-1.2562483919602568e-05,-2.098855095395508e-05,-4.136416885250066e-06
Long An,2019,II,5.34,123.21,16.7,6.909304078971988,real_min_wage,-1.3315937047407558e-05,-2.211035055437008e-05,-4.5215235404450405e-06
Long An,2020,II,2.15,129.71,15.93,6.916586171616892,real_min_wage,-1.3903725823150412e-05,-2.2097453945623087e-05,-5.709997700677741e-06
Long An,2021,II,2.28,141.78,15.13,6.879314651350287,real_min_wage,-1.017259822380625e-05,-1.7990690555269917e-05,-2.3545058923425823e-06
Long An,2022,II,1.89,159.5,15.08,6.889601491602005,real_min_wage,-9.99197932709614e-06,-1.67160038381138e-05,-3.267954816078478e-06
Long An,2023,II,1.89,164.04,15.94,6.902823135936575,real_min_wage,-1.1169349318777894e-05,-1.885654775799685e-05,-3.482150879558938e-06
Long An,2024,II,1.99,181.53,17.16,6.9092641400784895,real_min_wage,-1.0993261691365815e-05,-1.799120780329324e-05,-3.995315579438395e-06
Nam Dinh,2018,III,0.68,57.54,15.9,6.987370202861539,real_min_wage,-1.879269724739638e-05,-2.8090832626784065e-05,-9.4945618680087e-06
Nam Dinh,2019,III,1.31,66.91,17.7,6.946071737266341,real_min_wage,-1.7168123821755362e-05,-2.6399063986526028e-05,-7.937183656984696e-06
Nam Dinh,2020,III,1.68,75.18,20.07,6.918596302160012,real_min_wage,-1.6619555438861315e-05,-2.5166949450662465e-05,-8.072161427060158e-06
Nam Dinh,2021,III,1.71,87.6,22.01,6.839358658273784,real_min_wage,-1.1155780116642613e-05,-1.768031625232751e-05,-4.631243980957712e-06
Nam Dinh,2022,III,1.65,94.91,21.5,6.858565034791365,real_min_wage,-1.2545373387917108e-05,-2.046397187514044e-05,-4.626774900693774e-06
Nam Dinh,2023,III,1.57,101.93,21.69,6.862171967360172,real_min_wage,-1.2621954292990233e-05,-2.0525000104429538e-05,-4.718908481550929e-06
Nam Dinh,2024,III,1.25,116.15,23.75,6.864357052156667,real_min_wage,-1.1583956042226845e-05,-1.8815940907856814e-05,-4.351971176596869e-06
Nghe An,2018,III,1.28,62.74,20.8,7.557848810064582,real_min_wage,-1.942943819451771e-05,-2.833778178028952e-05,-1.05210946087459e-05
Nghe An,2019,III,1.3,69.83,20.7,7.551901273109019,real_min_wage,-1.942163340082512e-05,-2.848336828598684e-05,-1.0359898515663392e-05
Nghe An,2020,III,1.26,76.01,20.76,7.552940452355972,real_min_wage,-1.94551786182155e-05,-2.8374683320091004e-05,-1.0535673916339998e-05
Nghe An,2021,III,2.11,99.05,23.37,7.371904303426078,real_min_wage,-1.84503564845991e-05,-2.5410291108593695e-05,-1.1490421860604504e-05
Nghe An,2022,III,1.77,110.55,25.29,7.375850839021065,real_min_wage,-1.8231396451550115e-05,-2.715923934524725e-05,-9.303553557852984e-06
Nghe An,2023,III,2.03,118.38,25.66,7.376026157882693,real_min_wage,-1.7184217912365805e-05,-2.538643011937777e-05,-8.982005705353837e-06
Nghe An,2024,III,2.08,131.72,26.53,7.378596057720434,real_min_wage,-1.5804348449120286e-05,-2.3350827184150683e-05,-8.257869714089892e-06
Ninh Binh,2018,III,1.36,91.87,27.4,6.356541594310858,real_min_wage,-3.398455971224146e-06,-9.306895872775068e-06,2.509983930326771e-06
Ninh Binh,2019,III,0.52,106.7,28.9,6.361544244545351,real_min_wage,-3.5357275251391524e-06,-1.0759823191543265e-05,3.688368141264958e-06
Ninh Binh,2020,III,1.36,120.51,30.16,6.322475469291199,real_min_wage,-3.0680560222139235e-06,-1.057868009266856e-05,4.442568048240711e-06
Ninh Binh,2021,III,1.34,147.97,31.74,6.177217709203632,real_min_wage,-2.4819470881719977e-06,-9.77158617693575e-06,4.807692000591754e-06
Ninh Binh,2022,III,1.32,166.37,31.79,6.181051314893349,real_min_wage,-2.655225218968291e-06,-1.068535292572926e-05,5.374902487792675e-06
Ninh Binh,2023,III,1.28,173.61,33.61,6.189044106290917,real_min_wage,-2.4765624980518065e-06,-1.019902045485223e-05,5.245895458748614e-06
Ninh Binh,2024,III,1.07,191.01,33.93,6.200407749021051,real_min_wage,-2.495857771067537e-06,-1.026206730993537e-05,5.270351767800296e-06
Ninh Thuan,2018,III,3.29,77.88,19.3,5.799607673330689,real_min_wage,-1.9829218746793867e-07,-4.31089770956659e-06,3.914313334630711e-06
Ninh Thuan,2019,III,2.93,94.75,18.9,5.795328001280299,real_min_wage,-3.1861585075401905e-07,-6.088435513270392e-06,5.4512038117623525e-06
Ninh Thuan,2020,III,3.32,110.22,16.16,5.763182817937649,real_min_wage,-6.486195287290706e-07,-4.878027856268538e-06,3.580788798810396e-06
Ninh Thuan,2021,III,3.43,131.8,18.79,5.753080446377488,real_min_wage,-2.775008575984427e-06,-6.772674992473005e-06,1.2226578405041503e-06
Ninh Thuan,2022,III,1.99,141.56,17.66,5.789715492647929,real_min_wage,-3.004397744209432e-06,-8.030176387445551e-06,2.021380899026687e-06
Ninh Thuan,2023,III,2.4,157.0,18.61,5.791426984508248,real_min_wage,-3.605049652947106e-06,-7.937716268012752e-06,7.27616962118538e-07
Ninh Thuan,2024,III,2.72,175.84,18.58,5.798880510747519,real_min_wage,-3.886361968548303e-06,-9.12746284898107e-06,1.3547389118844637e-06
Phu Tho,2018,III,1.95,74.43,21.8,6.719315041180005,real_min_wage,-4.002329676315609e-06,-9.153092836320496e-06,1.1484334836892776e-06
Phu Tho,2019,III,1.46,82.17,24.6,6.733413796528403,real_min_wage,-3.486802900107257e-06,-1.0407405304770788e-05,3.4337995045562727e-06
Phu Tho,2020,III,1.47,89.89,25.17,6.729130879272417,real_min_wage,-3.396282303465084e-06,-1.0151512336338867e-05,3.358947729408702e-06
Phu Tho,2021,III,0.93,120.95,34.59,6.511745329644728,real_min_wage,-2.276272758425264e-06,-9.7909865762359e-06,5.238441059385371e-06
Phu Tho,2022,III,1.12,128.0,33.21,6.5606769965737,real_min_wage,-1.65049811944483e-06,-8.96423827423096e-06,5.6632420353413e-06
Phu Tho,2023,III,1.29,139.55,34.05,6.570378633506502,real_min_wage,-1.4706117049428096e-06,-8.747704314765356e-06,5.806480904879737e-06
Phu Tho,2024,III,1.51,157.46,35.23,6.574517804870854,real_min_wage,-1.0891829669206455e-06,-8.46193020238558e-06,6.283564268544286e-06
Phu Yen,2018,III,1.21,74.57,14.8,6.249395923907856,real_min_wage,-2.607049385965185e-06,-6.147234327320487e-06,9.33135555390118e-07
Phu Yen,2019,III,2.17,83.23,16.6,6.23466559519717,real_min_wage,-2.6330975138884283e-06,-4.747567218828211e-06,-5.186278089486448e-07
Phu Yen,2020,III,2.76,88.66,17.52,6.210379169092156,real_min_wage,-2.225196453673093e-06,-5.145800956153847e-06,6.954080488076592e-07
Phu Yen,2021,III,3.29,100.0,21.62,6.11179987844051,real_min_wage,4.2253899534392716e-08,-4.1318037134177e-06,4.216311512486484e-06
Phu Yen,2022,III,2.95,109.81,21.67,6.122580524965519,real_min_wage,-8.620822643170658e-07,-5.192197498377045e-06,3.468032969742912e-06
Phu Yen,2023,III,2.57,119.73,23.08,6.136170768107241,real_min_wage,-2.6222449577250483e-06,-6.874604868329609e-06,1.6301149528795117e-06
Phu Yen,2024,III,2.46,129.63,23.9,6.144250009735895,real_min_wage,-3.454809053662035e-06,-7.77870179882547e-06,8.690836915014017e-07
Quang Binh,2018,III,3.42,69.22,25.1,6.236976059884137,real_min_wage,-3.3369868990293963e-06,-4.339556574636166e-06,-2.334417223422626e-06
Quang Binh,2019,III,1.34,76.81,21.7,6.235664840947802,real_min_wage,-2.7508756480717017e-06,-7.406705267362602e-06,1.904953971219196e-06
Quang Binh,2020,III,3.49,85.3,21.87,6.194017560806183,real_min_wage,-1.6179276888340256e-06,-7.321598688496244e-06,4.0857433108281936e-06
Quang Binh,2021,III,3.6,107.05,26.53,6.038658199435085,real_min_wage,-1.6947981716755989e-06,-7.600747511294949e-06,4.211151167943751e-06
Quang Binh,2022,III,3.35,118.86,26.98,6.044981617072777,real_min_wage,-2.2525976632923406e-06,-7.3381892989039e-06,2.832993972319217e-06
Quang Binh,2023,III,3.16,128.7,27.66,6.0472776119271945,real_min_wage,-2.310476242731053e-06,-8.738916436710759e-06,4.117963951248651e-06
Quang Binh,2024,III,3.06,141.18,28.45,6.049473987610882,real_min_wage,-3.023281490577375e-06,-1.0799281400712886e-05,4.752718419558135e-06
Quang Nam,2018,III,3.18,104.12,20.3,6.781318658833481,real_min_wage,-3.2079430480421303e-06,-8.594554142395486e-06,2.178668046311221e-06
Quang Nam,2019,III,3.2,113.46,18.7,6.770491214311303,real_min_wage,-3.3926319189433472e-06,-9.104031078847749e-06,2.3187672409610524e-06
Quang Nam,2020,III,4.09,114.52,21.49,6.756560226980511,real_min_wage,-3.0209735627361622e-06,-8.235644880117397e-06,2.193697754645069e-06
Quang Nam,2021,III,4.21,134.07,26.57,6.672324042328769,real_min_wage,-2.3577026471299296e-06,-8.169107601037293e-06,3.453702306777433e-06
Quang Nam,2022,III,4.05,147.92,26.66,6.695489845815111,real_min_wage,-2.278962420162953e-06,-8.88916525042475e-06,4.331240410098843e-06
Quang Nam,2023,III,4.04,143.62,27.51,6.695267255355902,real_min_wage,-1.986254338571494e-06,-8.913489814253636e-06,4.940981137110647e-06
Quang Nam,2024,III,3.89,157.43,28.48,6.703188113240863,real_min_wage,-2.100033367675013e-06,-9.962982739336516e-06,5.762916003986489e-06
Quang Ngai,2018,III,2.35,114.95,18.2,6.58621303330892,real_min_wage,-4.023977772411587e-06,-9.14707579775068e-06,1.0991202529275055e-06
